-1.074226421157291389e+00,-5.976632102377440470e-01,-2.722243419704080125e-01,-2.230932156134120881e+00
9.811711664113111908e-01,3.181312594446313313e-01,7.486974722003995053e-01,-2.674333682056205808e-01
1.521012490778924642e+00,6.037905249025161680e-01,3.712302649137346755e-01,-5.661581491367524421e-01
-1.750565872248059041e+00,-3.934745258439292792e-01,-7.919394656600832194e-01,-3.970699893655576851e+00
-3.078285621313365805e-01,-3.204126531017163493e-01,-3.138439303769511857e-01,-2.671672500412644258e+00
1.866537313962014055e+00,-4.721850719906710014e-01,1.045193305462929628e-01,1.438372387815902709e+00
-8.064452452073112010e-01,-8.508258600928479687e-02,-1.114737954534283926e+00,-5.370982662091071447e+00
-9.355391787579068197e-01,1.601277620406749813e+00,-9.137465036094499782e-01,-7.785706573219425053e+00
-3.207219564126526177e-03,5.400450379303278758e-01,-9.041749611141005616e-01,-4.798477407666286609e+00
-1.362305343797195922e+00,-7.327301238937736771e-01,1.515506839135351835e-01,-1.454136629897846866e+00
2.170522258820476585e-02,-1.278275598321512829e+00,-2.711476809669465804e-01,-1.103202796661682195e+00
-2.462787607954224633e-01,7.534292309629562201e-01,-1.532209265556165878e-01,-3.118921009230434915e+00
-3.645123829188546827e-01,-8.417198821113553997e-01,-7.705069474353732906e-01,-1.927993103201600222e+00
1.209106510684224492e-02,8.797650509485371861e-01,-1.781683649049642604e+00,-7.060907717609760326e+00
2.614955246639374953e-01,-4.334884548090988110e-01,-3.530604511835408466e-01,-6.870425191636273521e-01
-1.315935437733722679e+00,1.701730897172310408e+00,-1.498537556015672401e+00,-9.417939862694245434e+00
-4.741549395991357385e-01,-5.865172669042527653e-01,9.155496964095948265e-01,2.065430706664181382e-01
6.045198800877134016e-01,2.711285605215736916e-01,6.181740158469253149e-02,-1.551636613561413469e+00
-1.131825794066213531e-01,-8.433823277897872783e-01,1.222212112567111042e+00,1.797150367564107842e+00
-5.362271654475734284e-01,-1.294730449756364532e+00,-1.272770937920347345e+00,-2.439075066045242934e+00
1.957802533226624120e-01,-7.049796905041158523e-02,-5.397960441718610003e-01,-3.404048682011206584e+00
3.527290020134887794e-01,-1.260824900676139615e+00,-5.215485048536420143e-01,2.700894179368738546e-01
1.535112401691737016e+00,2.067166664227175765e-01,-3.159737889939102096e-01,-9.668351624475803874e-01
