2.471195206713037162e+00,-1.011730701136094868e-01,9.195818129370857408e-01,5.169598305135394867e+00,1.771390135785147368e+00
-1.529031643716658673e+00,1.143607760098775294e+00,2.273000801736203336e+00,1.180984043549998086e+00,7.099649553075290775e+00
-6.423658076907855508e-01,1.154061942110503614e+00,1.239470961495065637e+00,1.726788389352213460e-01,3.237489385732511771e+00
-5.245300645303104803e-01,3.405345469518517576e-01,2.362608333899848922e+00,4.301307594292216763e+00,5.989450518299896054e+00
1.433686686089535645e+00,-1.357055626486687760e+00,2.696873876094449396e-01,6.891838416621353325e+00,-1.550721229329176998e+00
-2.546149072671066715e-01,8.830546735747842879e-01,-4.510549907286355298e-01,-1.505520770073153880e+00,-2.169729556758460909e+00
9.505033704220314239e-02,-6.763576180599502330e-02,-8.691435110465682845e-01,-7.662239770980489029e-02,-3.531842397077648688e+00
-9.164247880963213300e-01,9.465108758432787261e-02,6.131006750298574337e-01,1.397845528600116793e+00,7.439390704976848179e-01
-2.204482137303729605e-01,2.953817452436104940e-01,8.974645691880360765e-01,1.837409102755378720e+00,1.817638743076420926e+00
3.243535971375473004e-01,1.049974254890128966e+00,-1.081346966600632564e-01,-1.236071396068871620e+00,-3.655740354749086318e-01
3.479411486286000388e-01,1.710023305139978245e-01,7.471871627988625475e-01,2.296081401202230143e+00,1.481222830465770635e+00
-1.529596294570031434e+00,1.016471855572650407e+00,-4.970047575503871995e-01,-3.454782992426180588e+00,-1.172327847234253761e+00
1.701057326521803414e+00,-6.883146790289128569e-01,-3.016569328252978188e-01,3.434922463009228544e+00,-2.629838147863858833e+00
1.008367332396271854e+00,-1.147190544929697215e-01,2.297754876339821173e-01,2.858874489433461452e+00,-3.379864110009167533e-01
-1.892348124189721537e+00,8.324919453355679178e-01,3.695020700664456426e-01,-1.872693019310006202e+00,1.354203866512578847e+00
-1.016965826081634855e-01,1.261353187156662725e-01,1.304895056923544683e+00,3.082009839715792676e+00,2.991782218159647844e+00
3.451356162832294738e-01,1.233799940878896440e+00,6.916913302414899878e-01,-3.333213101025453984e-01,9.316924499074352717e-01
8.918192396067404770e-01,-5.205619227794067161e-01,7.566322202496813532e-01,4.514316067535052213e+00,-3.086368196223798765e-02
1.411661483745791923e+00,6.871388521995667187e-01,1.799337974992513411e-01,1.400527746659521178e+00,1.636879344647670931e-02
1.324816111424054477e-01,5.561910097746951553e-01,-7.681572053355628649e-01,-1.158017028788203007e+00,-2.664515577185283313e+00
-1.024650996658708069e+00,2.340858926958468089e+00,-1.075021633922934594e+00,-6.538051362007545997e+00,-1.826337838373492284e+00
-8.105647551271486506e-01,-3.694589644363231035e-02,-1.679571090286408275e+00,-3.772748263080771380e+00,-5.602032069348082288e+00
9.884903444198019917e-01,-1.189425055850924950e+00,1.701466845461968858e-01,5.190314319719030678e+00,-2.006638318682426370e+00
1.238778509898235347e+00,-1.684589846290463155e+00,-7.776455254895464630e-02,5.377333301763745688e+00,-3.169245617220215028e+00
8.774101555665277941e-01,1.564684794728010697e-01,-1.372141409726407080e+00,-1.430822886312022035e+00,-5.084711875285439220e+00
1.535275648201958498e+00,-6.741923046570390543e-01,1.260448513542985483e+00,6.341950768472407240e+00,1.991133694369133122e+00
-2.517825718253415279e-01,-2.046754445450302273e-01,-2.915631305760014946e+00,-4.782127490513779833e+00,-9.571452557722404109e+00
-1.593288707013196692e+00,6.426835633706241557e-01,-1.262408043284369008e-01,-2.301744727431167536e+00,-7.885958581093888142e-01
-7.886130549153328451e-01,1.160364356537988417e+00,1.103370505913569277e-01,-1.645384288580002519e+00,-8.010893146610771343e-01
-4.086031757679525755e-01,8.488229921296552849e-02,-2.520136370002347137e-01,4.313006425796226395e-01,-1.824923393337638533e+00
